u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,lanes,ref,maxspeed,bridge,width,junction,access,simple_model_e
82882242,82882232,0,10085985,residential,False,148.643,Rocky Mountain Way,"LINESTRING (-111.8228216 41.6333827, -111.8225424 41.6333044, -111.8223597 41.6332822, -111.8220099 41.6332858, -111.8210546 41.6332959)",41.6,93.8,12.9,0.013,0.013,,,,,,,,233788.82677429693
82882243,82882242,0,10085985,residential,False,37.137,Rocky Mountain Way,"LINESTRING (-111.8232165 41.633539, -111.8228216 41.6333827)",41.6,117.9,3.2,-0.007,0.007,,,,,,,,58876.95979176526
82882243,82882228,0,10084132,residential,False,205.66699999999997,Manitoban Lane,"LINESTRING (-111.8232165 41.633539, -111.823082 41.6338482, -111.8230149 41.6339047, -111.8228994 41.6339372, -111.8226367 41.6339811, -111.8223343 41.6340093, -111.8221938 41.6340105, -111.8220115 41.6340024, -111.8216565 41.6339722, -111.8214906 41.6339647, -111.821096 41.6339694)",41.6,74.8,17.8,0.008,0.008,,,,,,,,323198.26892946655
82882243,82921314,0,10084161,residential,False,69.306,East 30 South,"LINESTRING (-111.8232165 41.633539, -111.8233907 41.6335615, -111.8240478 41.6335559)",41.6,271.6,6.0,-0.008,0.008,,,,,,,,109360.81301878199
82882267,82882269,0,10080024,residential,False,117.264,West 1750 South,"LINESTRING (-111.8676013 41.701007, -111.8690135 41.7009867)",41.6,268.9,10.1,-0.009,0.009,,,,,,,,184547.88717601929
82882267,82929923,0,10085178,residential,False,118.35,South 1330 West,"LINESTRING (-111.8676013 41.701007, -111.8676142 41.7020713)",41.6,359.5,10.2,-0.008,0.008,,,,,,,,186297.2147852661
82882267,82929921,0,10085178,residential,False,102.265,South 1330 West,"LINESTRING (-111.8676013 41.701007, -111.8675856 41.7001763, -111.8675847 41.7000874)",41.6,179.2,8.8,-0.002,0.002,,,,,,,,160988.93631717254
82882269,82882267,0,10080024,residential,False,117.264,West 1750 South,"LINESTRING (-111.8690135 41.7009867, -111.8676013 41.701007)",41.6,88.9,10.1,0.009,0.009,,,,,,,,184581.96064539455
82882269,82917320,0,10083705,residential,False,119.816,South 1380 West,"LINESTRING (-111.8690135 41.7009867, -111.8690355 41.7020641)",41.6,359.1,10.4,-0.006,0.006,,,,,,,,188602.13688782294
82882269,82917322,0,10083705,residential,False,100.966,South 1380 West,"LINESTRING (-111.8690135 41.7009867, -111.8690175 41.7001667, -111.869018 41.7000787)",41.6,180.2,8.7,0.001,0.001,,,,,,,,158961.92239248316
82882276,82882277,0,10080029,residential,False,233.604,South 200 East,"LINESTRING (-111.8273485 41.5622477, -111.8273054 41.5643483)",41.6,0.9,20.2,0.01,0.01,,,,,,,,367059.0980662328
82882276,82911493,0,860835418,residential,False,233.68,East 9300 South,"LINESTRING (-111.8273485 41.5622477, -111.8301569 41.5622758)",41.6,270.8,20.2,-0.018,0.018,,,,,,,,367048.5504683666
82882276,82918541,0,"[10085322, 860835418, 860835419]",residential,False,237.382,"['East 9300 South', 'E 9300 S']","LINESTRING (-111.8273485 41.5622477, -111.8248925 41.5622333, -111.8246509 41.5622353, -111.8245665 41.5622493, -111.8244975 41.5622495)",41.6,90.0,20.5,0.021,0.021,,,,yes,,,,372950.40777602367
82882277,82882276,0,10080029,residential,False,233.604,South 200 East,"LINESTRING (-111.8273054 41.5643483, -111.8273485 41.5622477)",41.6,180.9,20.2,-0.01,0.01,,,,,,,,366888.9088679676
82882277,82911494,0,10085279,residential,False,235.12,East 9200 South,"LINESTRING (-111.8273054 41.5643483, -111.830131 41.5643861)",41.6,271.0,20.3,-0.021,0.021,,,,,,,,369297.02878736774
82882277,82918544,0,10085279,residential,False,224.42,East 9200 South,"LINESTRING (-111.8273054 41.5643483, -111.8246082 41.5643214)",41.6,90.8,19.4,0.02,0.02,,,,,,,,352623.5422239992
82882277,82882279,0,10080029,residential,False,233.725,South 200 East,"LINESTRING (-111.8273054 41.5643483, -111.8273294 41.5657859, -111.8272371 41.5662054, -111.8272573 41.566444)",41.6,1.0,20.2,0.008,0.008,,,,,,,,367242.4755949197
82882279,82882280,0,10080029,residential,False,230.97,South 200 East,"LINESTRING (-111.8272573 41.566444, -111.8272231 41.568521)",41.6,0.7,20.0,-0.002,0.002,,,,,,,,362891.45100832544
82882279,82918547,0,10085559,residential,False,230.45,East 9100 South,"LINESTRING (-111.8272573 41.566444, -111.8244885 41.5663828)",41.6,91.7,19.9,0.02,0.02,,,,,,,,362077.0765743216
82882279,82882277,0,10080029,residential,False,233.725,South 200 East,"LINESTRING (-111.8272573 41.566444, -111.8272371 41.5662054, -111.8273294 41.5657859, -111.8273054 41.5643483)",41.6,181.0,20.2,-0.008,0.008,,,,,,,,367084.9585303737
82882279,82911496,0,10085559,residential,False,234.17600000000002,East 9100 South,"LINESTRING (-111.8272573 41.566444, -111.827632 41.5664406, -111.8300716 41.5664766)",41.6,270.9,20.3,-0.025,0.025,,,,,,,,367804.2223122405
82882280,82882279,0,10080029,residential,False,230.97,South 200 East,"LINESTRING (-111.8272231 41.568521, -111.8272573 41.566444)",41.6,180.7,20.0,0.002,0.002,,,,,,,,362796.9243498767
82882280,82918550,0,10085474,residential,False,232.164,East 9000 South,"LINESTRING (-111.8272231 41.568521, -111.8244328 41.5684855)",41.6,91.0,20.1,0.019,0.019,,,,,,,,364761.92692165694
82882280,82882285,0,10080029,residential,False,231.31199999999998,South 200 East,"LINESTRING (-111.8272231 41.568521, -111.8272051 41.5688278, -111.8271416 41.5706003)",41.6,1.7,20.0,0.021,0.021,,,,,,,,363500.021702446
82882280,82911499,0,10085474,residential,False,228.53699999999998,East 9000 South,"LINESTRING (-111.8272231 41.568521, -111.8292286 41.5685264, -111.8299693 41.5685536)",41.6,270.9,19.8,-0.02,0.02,,,,,,,,358978.6828999511
82882284,3045214099,0,10080748,residential,False,405.247,North 400 West,"LINESTRING (-112.0278722 41.7755886, -112.027895 41.77387, -112.027901 41.7735488, -112.0279311 41.7719444)",41.6,180.7,35.1,0.03,0.03,2,,,,,,,636132.156651841
82882284,6295700475,0,747195065,residential,False,1198.8400000000001,North 400 West,"LINESTRING (-112.0278722 41.7755886, -112.027833 41.778101, -112.0278507 41.7847885, -112.0279257 41.7850783, -112.0281134 41.7853831, -112.0281214 41.7856316, -112.0279859 41.7858598, -112.0277646 41.786, -112.0274888 41.786116)",41.6,1.6,103.7,-0.025,0.025,2,,,,,,,1880330.5875328095
82882284,3045214103,0,"[1016036892, 10080028]",residential,False,694.2470000000001,"['West 2400 North', '14600 North']","LINESTRING (-112.0278722 41.7755886, -112.0275384 41.7755873, -112.0267696 41.7754688, -112.0264937 41.7754468, -112.0260882 41.7754249, -112.0205987 41.7753921, -112.0201661 41.7754906, -112.0197948 41.7756316, -112.0196074 41.775703)",41.6,88.9,60.1,-0.023,0.023,2,,,,,,,1089125.7933575108
82882285,82911516,0,10085576,residential,False,232.357,East 8900 South,"LINESTRING (-111.8271416 41.5706003, -111.8299329 41.5706756)",41.6,272.1,20.1,-0.034,0.034,,,,,,,,364924.9548367594
82882285,82882286,0,10080029,residential,False,241.221,South 200 East,"LINESTRING (-111.8271416 41.5706003, -111.8271278 41.5714414, -111.8271072 41.5727695)",41.6,0.7,20.9,-0.004,0.004,,,,,,,,378957.56010420807
82882285,82882280,0,10080029,residential,False,231.31199999999998,South 200 East,"LINESTRING (-111.8271416 41.5706003, -111.8272051 41.5688278, -111.8272231 41.568521)",41.6,181.7,20.0,-0.021,0.021,,,,,,,,363260.77136026486
82882285,4496362371,0,10085576,residential,False,311.406,East 8900 South,"LINESTRING (-111.8271416 41.5706003, -111.8251142 41.5705613, -111.8242212 41.5705543, -111.8238588 41.5705371, -111.8233997 41.5705368)",41.6,91.3,26.9,0.049,0.049,,,,,,,,489098.93947059644
82882286,82899783,0,10081587,residential,False,233.641,,"LINESTRING (-111.8271072 41.5727695, -111.8242999 41.5727046)",41.6,91.8,20.2,0.045,0.045,,,,,,,,367159.02646639623
82882286,82911514,0,10085517,residential,False,227.807,East 8800 South,"LINESTRING (-111.8271072 41.5727695, -111.8298454 41.5728005)",41.6,270.9,19.7,-0.034,0.034,,,,,,,,357789.93446704827
82882286,82913532,0,"[10083168, 10080029]",residential,False,1065.9409999999998,"['East 8600 South', 'South 200 East']","LINESTRING (-111.8271072 41.5727695, -111.8270321 41.5754645, -111.8270163 41.5755384, -111.8269254 41.5756607, -111.8269174 41.5756715, -111.8267395 41.5757337, -111.8265615 41.5757544, -111.8180308 41.5758075)",41.6,65.9,92.2,0.04,0.04,,,,,,,,1672121.267924807
82882286,82882285,0,10080029,residential,False,241.221,South 200 East,"LINESTRING (-111.8271072 41.5727695, -111.8271278 41.5714414, -111.8271416 41.5706003)",41.6,180.7,20.9,0.004,0.004,,,,,,,,378875.65917441336
82882292,3348721819,0,10080032,residential,False,190.304,200 East,"LINESTRING (-111.8181514 41.6779889, -111.8182033 41.6762779)",40.2,181.3,17.0,-0.027,0.027,,,25 mph,,,,,288099.1669644577
82882292,82911505,0,10085142,residential,False,231.128,200 South,"LINESTRING (-111.8181514 41.6779889, -111.820934 41.678023)",41.6,270.9,20.0,-0.019,0.019,,,,,,,,363044.23766369955
82882292,82911507,0,"[10080032, 10085461]",residential,False,411.527,"['100 South', '200 East']","LINESTRING (-111.8181514 41.6779889, -111.8180858 41.6792747, -111.8181456 41.6794742, -111.8182317 41.6796175, -111.8184117 41.6797468, -111.8185829 41.6797847, -111.8208021 41.679785, -111.820903 41.679785)",40.2,311.2,36.9,-0.005,0.005,,,25 mph,,,,,622574.6257329427
82882292,82918557,0,"[10083896, 10085142]",residential,False,424.596,"['200 South', '300 East']","LINESTRING (-111.8181514 41.6779889, -111.8153506 41.677955, -111.8153637 41.6775958, -111.8154166 41.6762294)",41.6,130.7,36.7,0.006,0.006,,,,,,,,666402.2881933853
82882301,82913708,0,10080034,secondary,False,199.08,Gateway Drive,"LINESTRING (-111.830316 41.7139774, -111.830317 41.7138835, -111.8303105 41.7136905, -111.830281 41.7134945, -111.8302716 41.713427, -111.8302192 41.7132578, -111.830103 41.7130588, -111.829945 41.7128949, -111.8295105 41.7125643, -111.8293617 41.7124195)",48.3,155.4,14.8,-0.0,0.0,2,,30 mph,,,,,367909.1785415166
82882301,428523727,0,10080034,secondary,False,254.497,Gateway Drive,"LINESTRING (-111.830316 41.7139774, -111.8303137 41.7140935, -111.8303126 41.7141785, -111.830284 41.7143747, -111.8302411 41.7144998, -111.8301894 41.7146164, -111.830171 41.7146586, -111.830128 41.714757, -111.8301149 41.7147989, -111.8300824 41.7149032, -111.8300599 41.7150932, -111.8300506 41.715644, -111.8300404 41.7162427)",48.3,5.2,19.0,0.017,0.017,2,,30 mph,,,,,470239.5183839118
82882301,82913713,0,10085732,residential,False,220.73099999999997,Golf Course Road,"LINESTRING (-111.830316 41.7139774, -111.8301712 41.7139766, -111.8299798 41.7139756, -111.8298357 41.7139748, -111.8290702 41.7139581, -111.8289695 41.7139559, -111.8286874 41.7139427, -111.8284637 41.7139081, -111.8282804 41.7138614, -111.8279986 41.7137416, -111.8278831 41.7136698, -111.8277813 41.7136059)",41.6,101.1,19.1,0.01,0.01,,,,,,,,346798.7927842265
82882301,4697946836,0,10085732,residential,False,420.656,Golf Course Road,"LINESTRING (-111.830316 41.7139774, -111.8304679 41.7139837, -111.8308428 41.7140001, -111.8310311 41.7140214, -111.8312103 41.7140653, -111.8313905 41.7141263, -111.8314642 41.714163, -111.8318649 41.7143606, -111.832032 41.7144112, -111.8322109 41.7144498, -111.8323556 41.7144737, -111.832456 41.7144769, -111.8329175 41.7144917, -111.833079 41.7145019, -111.8331941 41.7145275, -111.8332503 41.7145399, -111.8333923 41.7146029, -111.8335158 41.7146871, -111.8335615 41.714732, -111.8338197 41.7149808, -111.8339518 41.7150771, -111.834122 41.7151539, -111.8342304 41.7151845, -111.834426 41.7152084, -111.8346642 41.7152225, -111.8348718 41.715248)",41.6,290.5,36.4,-0.005,0.005,,,,,,,,660264.5972497544
82882304,82921069,0,10084129,residential,False,84.891,East 120 South,"LINESTRING (-111.821069 41.8337067, -111.8220936 41.8337136)",41.6,270.5,7.3,-0.023,0.023,,,,,,,,133747.9674371829
82882304,82928200,0,"[10080035, 10084974]",residential,False,215.915,"['East 180 South', 'South 420 East']","LINESTRING (-111.821069 41.8337067, -111.8210692 41.833622, -111.8210725 41.832633, -111.8210284 41.8325529, -111.8209193 41.8325035, -111.8201487 41.832492, -111.8199983 41.8324897)",41.6,146.8,18.7,-0.003,0.003,,,,,,,,339178.34039387276
82882304,82921068,0,10084129,residential,False,86.90199999999999,East 120 South,"LINESTRING (-111.821069 41.8337067, -111.8201406 41.8336873, -111.8200205 41.8336848)",41.6,91.6,7.5,0.012,0.012,,,,,,,,136984.70167635608
82882308,82885704,0,10080330,residential,False,51.376,1770 North,"LINESTRING (-111.7905426 41.757026, -111.7901433 41.7566728)",41.6,139.9,4.4,0.032,0.032,,,,,,,,81312.62623911328
82882308,82882309,0,10080037,residential,False,106.663,1400 North,"LINESTRING (-111.7905426 41.757026, -111.7910854 41.756695, -111.791238 41.7566376, -111.7916519 41.7566359)",41.6,244.8,9.2,-0.014,0.014,,,,,,,,167887.89979406865
82882308,82926471,0,10084756,residential,False,184.89999999999998,1800 East,"LINESTRING (-111.7905426 41.757026, -111.7900307 41.7573396, -111.7899214 41.7574149, -111.7898724 41.7575294, -111.7898534 41.757614, -111.7898534 41.7576844, -111.7898852 41.7584654)",41.6,18.8,16.0,0.011,0.011,,,,,,,,290692.92846505437
82882309,82882310,0,10080037,residential,False,83.622,1400 North,"LINESTRING (-111.7916519 41.7566359, -111.79266 41.7566318)",41.6,269.7,7.2,-0.027,0.027,,,,,,,,131744.93503495684
82882309,82917797,0,37034158,residential,False,117.819,1720 East,"LINESTRING (-111.7916519 41.7566359, -111.7916771 41.7576953)",41.6,359.0,10.2,-0.003,0.003,,,,,,,,185480.55430272684
82882309,430693163,0,37034158,residential,False,79.263,1720 East,"LINESTRING (-111.7916519 41.7566359, -111.7916428 41.7559231)",41.6,179.5,6.9,-0.027,0.027,,,,,,,,124845.52049737796
82882309,82882308,0,10080037,residential,False,106.66300000000001,1400 North,"LINESTRING (-111.7916519 41.7566359, -111.791238 41.7566376, -111.7910854 41.756695, -111.7905426 41.757026)",41.6,64.8,9.2,0.014,0.014,,,,,,,,167999.58695673902
82882310,82882312,0,10080037,residential,False,80.462,1400 North,"LINESTRING (-111.79266 41.7566318, -111.79363 41.7566279)",41.6,269.7,7.0,-0.007,0.007,,,,,,,,126853.53695643287
82882310,82882309,0,10080037,residential,False,83.622,1400 North,"LINESTRING (-111.79266 41.7566318, -111.7916519 41.7566359)",41.6,89.7,7.2,0.027,0.027,,,,,,,,131891.13547473954
82882310,82885693,0,10080327,residential,False,32.422,1680 East,"LINESTRING (-111.79266 41.7566318, -111.7926462 41.7569232)",41.6,2.0,2.8,-0.012,0.012,,,,,,,,51558.49813143519
82882312,82882314,0,10080037,residential,False,81.872,1400 North,"LINESTRING (-111.79363 41.7566279, -111.794617 41.7566239)",41.6,269.7,7.1,-0.024,0.024,,,,,,,,129010.59997676456
82882312,82882310,0,10080037,residential,False,80.462,1400 North,"LINESTRING (-111.79363 41.7566279, -111.79266 41.7566318)",41.6,89.7,7.0,0.007,0.007,,,,,,,,126873.48011569395
82882312,82917797,0,"[10083765, 10084174]",residential,False,272.442,"['1640 East', '1460 North']","LINESTRING (-111.79363 41.7566279, -111.7936214 41.7574539, -111.7935957 41.7575884, -111.7935442 41.7576588, -111.7934068 41.7577164, -111.7916771 41.7576953)",41.6,53.8,23.6,0.009,0.009,,,,,,,,427916.9321853173
82882314,82882312,0,10080037,residential,False,81.872,1400 North,"LINESTRING (-111.794617 41.7566239, -111.79363 41.7566279)",41.6,89.7,7.1,0.024,0.024,,,,,,,,129137.86182541704
82882314,82927832,0,186841703,tertiary,False,44.595,1600 East,"LINESTRING (-111.794617 41.7566239, -111.7946256 41.7570249)",40.2,359.1,4.0,-0.006,0.006,2,,25 mph,,,,,68064.90092467313
82882314,82933130,0,186841703,tertiary,False,33.281,1600 East,"LINESTRING (-111.794617 41.7566239, -111.794615 41.7563246)",40.2,179.7,3.0,0.012,0.012,2,,25 mph,,,,,50921.25090063603
82882323,6347266228,0,105757140,secondary,False,143.088,1200 East,"LINESTRING (-111.8042788 41.7571557, -111.8042882 41.7558689)",48.3,180.3,10.7,0.057,0.057,2,,30 mph,,,,,264934.22946270445
82882323,430685430,0,10080038,tertiary,False,118.435,1400 North,"LINESTRING (-111.8042788 41.7571557, -111.8037223 41.7571888, -111.8035853 41.7572181, -111.8033158 41.757276, -111.802922 41.7574331)",40.2,74.7,10.6,0.021,0.021,,,25 mph,,,,,179686.58496268102
82882323,8565700242,0,186841695,tertiary,False,81.072,1200 East,"LINESTRING (-111.8042788 41.7571557, -111.804286 41.7575194, -111.8042948 41.7578847)",40.2,359.1,7.3,-0.057,0.057,2,,25 mph,,,,,123034.17127159436
82882323,430669714,0,186841699,secondary,False,276.577,1400 North,"LINESTRING (-111.8042788 41.7571557, -111.80627 41.7572016, -111.807318 41.7572258, -111.8076116 41.7572304)",64.6,271.7,15.4,-0.042,0.042,2,,,,,,,704359.770290863
82882332,7205203935,0,105757133,secondary,False,209.55400000000003,1400 North,"LINESTRING (-111.813861 41.7573465, -111.8140341 41.7573482, -111.8142858 41.7573506, -111.8146348 41.757354, -111.815572 41.7573631, -111.816387 41.7573754)",64.6,270.9,11.7,-0.023,0.023,4,,,,,,,534364.1703524806
82882332,430669592,0,182952351,secondary,False,266.43100000000004,North 800 East,"LINESTRING (-111.813861 41.7573465, -111.8138614 41.7571929, -111.8138582 41.7570211, -111.8138553 41.7566584, -111.8138535 41.7563755, -111.8138487 41.7558713, -111.813844 41.7553127, -111.8138461 41.7552207, -111.813847 41.7550739, -111.8138455 41.7549505)",64.6,179.7,14.8,0.024,0.024,5,,,,24,,,678773.3769378334
82882332,430669714,0,186841699,secondary,False,518.581,1400 North,"LINESTRING (-111.813861 41.7573465, -111.8136883 41.7573406, -111.8122443 41.757291, -111.8118837 41.7572843, -111.8116706 41.757282, -111.8112411 41.7572773, -111.8104303 41.7572685, -111.8097388 41.7572609, -111.8076116 41.7572304)",64.6,91.4,28.9,0.023,0.023,2,,,,,,,1318754.6809968727
82882332,3188055378,0,782815730,secondary,False,412.555,North 800 East,"LINESTRING (-111.813861 41.7573465, -111.813861 41.7574427, -111.813861 41.7579371, -111.813861 41.758353, -111.8138536 41.7591502, -111.8138525 41.7592964, -111.8138508 41.7596872, -111.8138509 41.759948, -111.813825 41.7610565)",56.3,0.4,26.4,-0.016,0.016,2,,35 mph,,,,,900864.3733968263
82882336,7205203935,0,105757133,secondary,False,221.272,1400 North,"LINESTRING (-111.819054 41.7574169, -111.8189101 41.7574147, -111.8176743 41.7573956, -111.817093 41.7573866, -111.816387 41.7573754)",64.6,91.2,12.3,0.019,0.019,4,,,,,,,564242.70656846
82882336,82882340,0,186842309,secondary,False,419.8380000000001,1400 North,"LINESTRING (-111.819054 41.7574169, -111.8192052 41.7574188, -111.8199281 41.757428, -111.82124 41.757444, -111.8228938 41.7574558, -111.8239441 41.7574633, -111.824115 41.7574647)",72.4,270.7,20.9,-0.021,0.021,5,,45 mph,,,,,1214174.8908594574
82882336,3404612521,0,186842316,tertiary,False,198.696,600 East,"LINESTRING (-111.819054 41.7574169, -111.8190579 41.7572788, -111.8190842 41.7565638, -111.8190908 41.7563629, -111.8190934 41.7562994, -111.8191051 41.7559656, -111.8191168 41.7556306)",45.1,181.5,15.9,0.005,0.005,2,,,,,,,340775.5351461522
82882336,8941260817,0,738329669,tertiary,False,313.803,600 East,"LINESTRING (-111.819054 41.7574169, -111.8190494 41.7575857, -111.8190231 41.7585515, -111.8190045 41.7592337, -111.81898 41.7600931, -111.8189764 41.7602384)",45.1,1.2,25.0,-0.003,0.003,2,,,,,,,537792.2923778767
82882340,82918259,0,36859650,tertiary,False,527.11,400 East,"LINESTRING (-111.824115 41.7574647, -111.8240958 41.7577569, -111.8240785 41.7580182, -111.8240508 41.7584393, -111.8240423 41.7585679, -111.8240098 41.7590613, -111.8240019 41.7591825, -111.8239669 41.7597131, -111.8238986 41.7607504, -111.8238844 41.7609657, -111.8238445 41.7615715, -111.8238324 41.7617545, -111.8238031 41.7621994)",45.1,2.8,42.1,-0.004,0.004,,,,,,,,902701.9378087772
